Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance,Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB,TEI-TEO,TCO-TCI,fault level,Label,Condition block
,44,53.35,52.8,46.33,45.8,75.95,76,82.83,82.7,80.34,65.24,52.67,53.32,76.13,27.5,167.2,-118.6,62.71,56.64,5.766,-0.3063,55.64,3.963,0.8873,265.7,214.5,6.5,4.7,39.4,34.5,87.2,99.3,7.4,43.6,4.4,116.2,28.8,65,64,61,,3.16,8.323,20,0,112,108,159.3,124,6.5,6.9,70,0,100,30,48,56,46,55.44,66.67,57.47,55.49,58.77,69.78,175.7,7.02,6.88,,80,14
,44,52,51.7,45.07,44.8,76.07,76,82.95,82.7,80.55,64.46,51.28,52.13,75.88,26.5,177.5,-128.1,61.87,55.45,7.583,1.155,55.86,3.894,0.9029,264.8,214.1,5.2,4.5,39.4,34.5,87.2,99.3,6.7,42.9,3.4,116,28.5,64.2,64,61,,2.486,8.323,20,0,111.8,108.2,159.3,123.7,6.7,7.1,75,0,100,30,48,56,46,55.4,67.66,57.22,54.67,51.91,71.19,182.1,6.93,6.88,,80,14
,44,51.26,51.1,44.37,44.1,75.91,75.9,82.79,82.5,80.39,64.05,50.5,51.39,76.05,26.56,180.6,-131.1,61.91,55.07,7.999,1.162,55.72,3.907,0.9,265.4,215.5,4.9,4.4,39.2,34.3,86.9,98.8,6.2,42.5,3.3,115.3,28.4,65,64,61,,2.24,8.323,20,0,111.6,108,160.8,123.3,6.6,7.1,80,0,100,30,48,56,46,55.36,67.78,56.94,54.26,51.34,71.66,184.5,6.89,6.88,,80,14
,45,50.4,50,46.99,46.4,75.83,76.2,79.43,79.9,77.72,57.58,50.17,50.49,39.79,18.85,222.6,-201.6,30.45,28.41,2.833,0.7898,40.78,2.625,1.339,265.2,214.1,5.4,2.4,41.2,36.3,82.3,90.8,4.2,45.4,4.4,129,46.7,54.5,46,44,,5.663,10.32,20,0,111.6,107.3,158.8,121.2,3.5,3.4,10,0,100,10,48,56,35,55.28,69.5,51.12,51.14,31.82,68,231.3,3.41,3.6,,80,15
,45,48.77,48.2,45.23,44.8,76.2,76.2,79.88,79.7,78.13,56.19,48.54,48.73,40.77,19.34,242.9,-221.5,31.71,29.66,1.746,-0.3079,40.06,2.783,1.263,265.7,215.2,4,2.4,40.8,35.9,82.1,90.4,4.3,44.4,3.6,130.7,48.6,54.5,46,44,,5.71,10.32,20,0,112.2,107.7,157.8,120.6,3.5,3.4,20,0,100,10,48,56,35,55.28,68.15,49.2,49.22,36.07,41.89,233.2,3.54,3.68,,80,15
,45,48.07,48.3,45.52,45.8,74.89,74.4,77.83,77.5,76.74,55.58,48.17,48.4,32.9,12.19,236.4,-215.6,22.83,23.71,2.106,2.987,36.22,2.215,1.587,268,214.5,5,2,40.8,35.8,79.5,85.9,2.5,45.3,4.5,135,55.5,50.1,40,39,,0.6943,11.04,20,0,113.1,108.2,158.3,121.2,3.1,2.5,15,0,100,10,48,56,17,55.32,68.93,48.58,48.65,21.51,50.55,241.1,2.55,2.94,,80,15
,44,55.32,55.2,45.88,45.4,69.24,68.7,78.53,78.4,75.64,69.05,54.51,55.36,102,31.78,72.35,-2.077,84.06,76.91,7.574,0.424,65.94,4.482,0.7844,263.6,213.9,6.7,6.5,38.6,33.8,84.9,95.3,9,42.5,3.9,109.6,24.5,61.5,75,72,,0.7474,7.233,20,0,116.9,112.4,159.8,125.5,9.5,9.8,80,30,100,90,57,56,60,55.48,61.92,61.97,58.68,118.4,55.2,-16.6,9.44,9.29,,80,16
,44,54.54,54.4,44.74,44.4,68.99,68.7,78.57,78.3,75.76,68.97,53.61,54.55,105.5,30.96,74.8,-0.2806,87.61,79.34,8.329,0.05974,65.01,4.738,0.7421,264.3,214.5,6.1,6.3,38.5,33.5,84.6,94.8,8.4,41.9,3.6,108,23.1,61.4,75,72,,0.5852,7.233,20,0,115.7,112,160.8,126.8,9.6,10,90,30,100,90,57,56,60,55.4,61.84,61.15,57.9,115.4,61.46,-16.02,9.8,9.58,,80,16
,44,53.97,53.9,44.25,43.9,68.66,68.4,78.08,77.6,75.35,68.52,53.12,54.09,102.8,29.8,74.6,-1.619,87.07,79.52,8.714,1.16,64.68,4.733,0.7428,262,215,5.9,6.2,38,33.2,84,93.3,8.1,41.4,3.4,106.9,22.9,60.1,74,72,,2.618,7.233,20,0,114.9,111.6,159.3,125.1,9.2,10,90,30,100,90,57,56,60,55.16,61.56,60.87,57.57,111.8,63.51,-17.27,9.72,9.42,,80,16
,44,53.27,53.3,44.45,44.3,66.29,66.1,74.8,74.6,72.44,66.22,52.34,53.4,93.68,25.98,68.43,-0.7303,79.38,71.05,9.492,1.165,57.64,4.842,0.7262,264.1,216,7.2,5.5,37.1,32.4,80.1,86.9,8.1,41.4,4.3,105.3,24.9,55,66,63,,2.227,8.116,20,0,110.7,108.2,156.3,123.1,8.5,9,90,30,100,90,57,56,60,54.91,60.41,60.17,56.84,113.4,68.33,-10.08,8.82,8.51,,80,17
,44,53.15,53.2,44.41,44.3,66.33,66.1,74.72,74.4,72.4,66.22,52.26,53.36,92.97,25.71,68.45,-1.189,78.13,70.22,9.798,1.89,57.7,4.761,0.7386,265.9,214.6,7.1,5.7,37.2,32.5,80.1,86.9,8.2,41.2,4,105.1,24.7,54.9,66,63,,1.688,8.116,20,0,110.5,108,158.8,125.9,8.3,8.9,90,30,100,90,57,56,60,54.91,60.41,60.13,56.84,112.2,71.4,-6.862,8.74,8.39,,80,17
,45,53.06,53.2,44.33,44.4,66.33,66.7,74.64,74.4,72.36,66.18,52.26,53.28,90.53,24.83,67.31,-1.615,78.62,71.4,9.122,1.902,49.4,5.595,0.6284,261.5,216,5.8,3.8,38.6,33.8,78.2,83.9,6,41.7,3.1,105.1,27.1,50.4,56,54,,2.361,9.084,20,0,110.3,107.5,159.8,125,7.7,8.6,45,0,100,55,49,56,67,54.91,60.41,59.88,56.67,108.4,68.17,-15.86,8.73,8.31,,80,17
,45,52,51.6,44.82,44.4,66.53,66.2,73.58,72.7,71.34,63.52,51.44,52.05,78.25,24.88,86.88,-33.5,63.84,58.9,5.372,0.4225,45.43,4.942,0.7115,266.7,213.4,5,3.9,39.2,34.3,76.6,81.4,4.9,42.4,3,106.7,30.1,46.4,52,50,,-1.903,9.553,20,0,110.1,107.1,155.8,120.3,6.5,7.2,45,0,100,55,49,56,60,54.91,59.79,54.44,53.6,122.2,128.9,85.92,7.18,7.05,,80,17
,45,51.75,51.9,45.56,45.6,65.63,65.3,71.65,71.4,70.03,62.66,51.53,52.01,67.43,18.2,82.55,-33.32,55.47,53.42,4.308,2.258,44.88,4.345,0.8092,268.9,214.8,7.3,3.9,38.3,33.5,75.3,79.4,5.5,43.2,4.9,108.6,33.4,46,51,49,,1.195,9.675,20,0,109.8,106.9,155.8,121.1,6,6.3,40,0,100,55,49,56,47,54.91,61.35,53.82,53.07,67.83,103.4,94.91,6.19,6.02,,80,17
,45,49.99,50,45.27,45.6,65.96,65.1,70.59,69.5,69.33,59.88,49.93,50.21,51.02,13.85,104.3,-67.13,41.7,41.13,2.442,1.866,38.08,3.85,0.9132,264.8,211.9,7.6,3.3,38,33.2,72.8,75.5,3,44.1,5.8,111.1,38.9,41.1,44,42,,2.96,10.6,20,0,109.6,106.7,152.3,118.1,4.2,4.4,0,0,100,32.76,47.52,56,47,55.12,60.04,50.55,50.57,67.5,58.61,160.4,4.72,4.63,,80,18
,45,49.46,49,44.9,44.4,66,66.1,70.46,70,68.92,58.2,49.31,49.51,49.26,17.03,118.4,-86.19,40.79,39.48,1.743,0.4257,36.71,3.907,0.9,265,214.7,4.3,2.5,40.3,35.3,72.5,75,3.9,43.6,3.3,114,41.5,39.7,43,41,,4.007,10.74,20,0,109.6,106.5,155.3,120.4,3.9,4.2,0,0,100,26.55,47.1,56,54,55.12,60.74,49.85,49.88,72.71,41.82,176.7,4.56,4.46,,80,18
,45,48.48,48.3,44.94,44.9,65.88,65.6,69.48,69.2,68.14,55.99,48.41,48.69,39.6,14.71,133.7,-108.8,31.7,31.11,2.48,1.895,35.07,3.178,1.106,263.9,215.2,5.6,2,39.2,34.3,71.2,73,3.5,44.1,4.9,118.5,47.3,38.8,40,39,,5.247,11.04,20,0,110.1,106.5,153.3,118,3.6,3.5,35,0,100,23,47,56,50,55.07,60.53,49.61,49.22,64.68,59.53,202.5,3.54,3.6,,80,18
,39,50.57,50.3,41.75,41.2,80.17,80,88.56,88.5,86.45,68.39,50.22,50.66,92.9,23.42,199.8,-130.4,79.13,75.97,3.952,0.7945,73.91,3.764,0.9341,265.7,215.4,3.8,3.2,37.6,32.9,91.7,107.7,5.7,38.5,1.1,115.7,24,75,86,82,,7.808,6.317,20,0,112,108.8,162.3,128.9,8.5,8.9,40,0,100,36,49,56,30.23,55.4,74.13,52.1,51.6,30.02,94.85,164.7,8.82,8.39,,80,19
,39,49.91,49.6,41.09,40.9,80.13,79.9,88.64,88.3,86.49,68.15,49.64,50.04,93.83,23.77,202.1,-132,78.43,76.03,3.553,1.152,74.39,3.707,0.9485,264.5,213.5,4,3.2,36.9,32.1,92,108.2,5.6,38,1.3,116,23.7,75.3,87,83,,6.132,6.228,20,0,111.8,108.4,159.3,126.7,8.4,8.9,45,0,100,36,49,56,30.44,55.4,73.92,51.49,50.94,30.8,85.28,165,8.82,8.51,,80,19
,39,49.46,49.5,40.68,40.4,79.96,79.9,88.56,88.2,86.36,67.9,49.23,49.63,95.13,24.32,204.3,-133.5,79.33,77.26,3.611,1.54,74.56,3.741,0.9398,265.6,216.9,4,3.3,36.5,31.9,91.5,107.2,5.5,37.5,1.2,116.2,24.5,75.3,87,83,,5.687,6.228,20,0,111.6,108.4,160.8,128.1,8.3,9,45,0,100,36,49,56,30.64,55.44,73.88,51.16,50.57,31.65,86.66,165.1,8.78,8.6,,80,19
,40,46.68,46.4,40.03,39.8,81.15,80.8,87.91,87.3,85.59,61.64,46.37,46.81,74.96,25.75,265.8,-216.6,59.29,56.51,3.927,1.155,61.44,3.393,1.036,266.4,214,3.6,4.4,36.2,31.6,91.7,107.7,6.1,38.5,2.3,118.5,26.8,76.6,71,68,,2.4,7.617,20,0,110.3,106.5,160.8,128.1,6.3,6.6,49.22,0,100,23,49,56,26,55.44,72.12,48.66,47.99,37.06,94.26,209.7,6.65,6.76,,80,20
,40,46.06,46.1,39.87,39.9,80.78,80.4,87.05,86.1,85.14,61.02,45.87,46.27,68.94,21.03,265.5,-217.5,55.41,53.73,3.572,1.89,56.33,3.458,1.017,264.2,214.6,3.4,3.8,36.5,31.9,89.9,104.2,5.9,38.7,2.2,117.8,27.6,72.1,65,62,,3.608,8.219,20,0,110.3,106.3,156.8,123.8,5.7,6.2,48.55,0,100,23,49,56,26,55.4,73.63,48.13,47.42,27.69,85.74,210.7,6.19,6.27,,80,20
,40,46.39,46.8,40.52,40.5,80.09,79.9,86.06,85.4,84.4,60.86,46.2,46.68,66.01,18.39,260,-212.4,52.68,50.99,4.32,2.632,55.61,3.331,1.056,265.1,215.4,4.3,4,36.2,31.6,89.4,103.2,5.9,39.1,3.1,120.4,30.8,71.6,64,61,,3.765,8.323,20,0,110.3,106.3,158.8,126.1,5.5,6.1,42.88,0,100,23,49,56,23,55.44,74.74,48.46,47.71,22.87,103.7,213.1,5.87,5.97,,80,20
,40,46.43,46.4,40.23,39.9,80.66,80.8,86.96,86.8,85.14,61.06,46.24,46.64,69.89,20.28,266.9,-217.3,55.51,53.83,3.579,1.893,60.04,3.251,1.081,266.1,215,2.4,4.2,37.4,32.7,91,106.2,6.9,38.7,1,117.6,26.6,73.3,69,66,,3.858,7.814,20,0,110.5,106.5,160.8,126.8,6,6.3,47.21,0,100,23,49,56,26,55.44,75.15,48.5,47.75,24.7,85.88,212.4,6.2,6.3,,80,20
,40,44.96,44.6,41.01,40.7,80.91,80.7,85.2,84.8,83.42,55.21,44.81,45.09,48.04,19.99,315.3,-287.3,35.29,33.98,2.475,1.158,46.6,2.663,1.32,268.3,214.7,3.6,2.6,37.1,32.4,87.4,99.8,4.2,40.1,3,128.2,40.8,67.9,52,50,,1.066,9.553,20,0,111.3,106.9,158.8,125.4,4.1,3.9,15,0,100,8,49,56,23,55.61,72.94,45.51,45.54,27.68,59.39,239.4,3.95,4.29,,80,21
,40,44.02,43.8,40.15,39.9,81.03,80.8,85.29,84.9,83.54,54.23,43.91,44.1,47.24,19.39,325.3,-297.5,34.46,33.51,1.737,0.7896,46.52,2.604,1.35,266.4,214.1,2.8,2.6,37.1,32.4,88,100.8,4.8,39.6,2.7,129.6,42.1,68.1,52,50,,0.9571,9.553,20,0,111.8,107.1,157.8,124.6,4.1,3.9,20,0,100,8,49,56,23,55.57,74,44.45,44.55,25.24,41.68,238.9,3.87,4.26,,80,21
,40,43.44,43.4,39.82,39.8,80.66,80.4,84.71,84.3,83.17,53.9,43.46,43.69,45.01,17.13,325.2,-297.3,32.47,32.62,2.115,2.264,44.96,2.539,1.385,266.6,215.4,1.9,1.7,37.7,33,86,97.3,3.9,39.6,2,130.7,43.8,64.4,51,49,,0.5405,9.675,20,0,112,107.1,157.8,123.8,3.9,3.8,20,0,100,8,49,56,23,55.57,73.76,43.87,43.94,22.61,50.76,239.9,3.62,4.05,,80,21
,39,49.71,50,40.89,40.5,71.45,70.3,80.29,79.2,78.3,67.61,49.72,49.96,99.32,22.38,120,-43.06,78.87,79.02,2.108,2.257,67.25,4.124,0.8526,269.6,214.7,4.2,5.5,36.3,31.7,85.5,95.3,7.4,37.8,1.7,107.7,22,63.6,78,75,,-1.337,6.952,20,0,113.3,109,157.8,125.2,8.9,9.5,50,0,100,85,57,56,53,55.93,67.21,50.1,50.12,47.66,50.59,92.06,8.82,8.84,,80,22
,39,48.68,47.7,41.46,40.7,71.28,70.9,78.57,77.9,76,62.13,48.29,48.57,80.69,28.42,153.7,-101.4,64.43,60.93,2.468,-1.037,54.45,4.161,0.8451,265.8,214.1,3.6,4.2,36.9,32.2,82.6,91.3,6.1,39.4,2.5,108.8,26.2,58.6,61,59,,-0.9629,8.534,20,0,109,105.9,158.8,126.2,6.8,7.2,30,0,100,33,48,56,51.69,55.52,62.87,49.12,49.18,92.9,59.24,160.4,7.22,7.29,,80,23
,39,46.55,46.1,39.66,39.2,70.92,70.4,77.79,77.5,75.68,60.82,46.33,46.64,76.18,23.44,164.6,-111.9,61.51,59.47,2.834,0.7895,52.83,4.094,0.8588,265.9,214.2,3.8,4.2,35.4,30.9,81.5,89.4,5.9,38,2.8,108.2,26.5,58.5,59,57,,0.4705,8.75,20,0,108.8,105.9,157.3,125.2,6.9,6.9,40,0,100,33,48,56,47.42,55.44,64.09,47.76,47.42,65.01,68.01,169.8,6.89,6.87,,80,23
,39,45.69,45.8,39.09,38.9,70.59,70.3,77.26,76.7,75.35,60.37,45.55,45.99,74.21,21.25,166.6,-113.7,59.09,57.77,3.939,2.623,51.33,4.048,0.8686,266.9,214.6,2.7,4.3,36.2,31.6,81,88.4,6,38,2,108.4,27.4,57,58,56,,-0.7076,8.86,20,0,108.6,105.5,158.3,125.9,6.4,6.9,40,0,100,33,48,56,44.15,55.44,64.71,47.23,46.76,55.05,94.53,174.4,6.6,6.67,,80,23
,40,44.59,44.4,41.09,40.9,70.87,70.8,74.64,74.6,73.18,53.45,44.52,44.76,41.73,16.19,218.7,-193.1,31.2,30.62,2.103,1.521,38.71,2.834,1.241,266,214.2,3.6,2,37.1,32.4,76.6,81.4,4.1,40.2,3,119,42.1,50,45,43,,1.152,10.46,20,0,108.4,105.1,155.8,121.8,3.7,3.7,20,0,100,15,48,56,37.84,56.96,65.32,45.14,45.25,46.44,50.48,228.8,3.5,3.77,,80,24
,40,43.81,43.6,40.4,40.1,71.24,71.1,74.97,74.9,73.55,52.75,43.75,43.98,41.33,15.75,230.8,-205.2,30.27,29.69,2.09,1.511,38.86,2.738,1.284,266.3,212.8,2.7,2,37.4,32.7,76.9,81.9,3.8,39.9,2.7,121.7,44.8,49.7,44,42,,-0.01677,10.6,20,0,108.8,105.3,157.3,123.5,3.8,3.7,25,0,100,15,48,56,41.71,57.29,65.45,44.28,44.35,46.33,50.17,232.1,3.41,3.73,,80,24
,40,43.16,43.4,40.44,41,71.04,69.7,74.07,72,73.3,52.34,43.21,43.49,33.7,8.508,233.3,-208.1,24.28,24.79,2.471,2.986,32.54,2.623,1.34,267.1,214.5,1.8,1.2,39.2,34.3,73.2,76,0.4,40.5,1.1,123.5,50.3,42.2,37,36,,-0.5088,11.53,20,0,109.4,105.5,153.3,117.7,2.3,2.2,15,0,100,15,48,56,31.58,57.53,65.4,43.63,43.73,25.94,59.31,238.7,2.72,3.03,,80,24
,39,49.91,49.8,41.01,40.4,65.39,65.4,74.03,74.1,72.03,65.24,49.64,50,95.11,21.94,74.8,-1.632,80.05,77.62,3.225,0.7963,61.38,4.585,0.7669,264.3,215.9,5.1,6.3,35.4,30.9,80.4,87.4,8.1,38.4,3.1,103.9,23.7,56.5,70,67,,2.513,7.715,20,0,112.4,109,156.3,125.7,8.8,9.3,50,0,100,90,57,56,73,59.46,62.91,51.53,50.86,152.6,77.39,-9.94,8.9,8.64,,80,25
,39,49.3,49.3,40.03,39.8,65.59,65.6,74.52,74.4,72.61,65.53,49.07,49.51,98.61,21.11,78.23,-0.7327,82.5,80.46,3.921,1.881,62.02,4.677,0.7518,265.2,213.6,4.2,6.3,35.4,30.9,80.7,87.9,8.2,36.8,1.4,103.3,22.4,56.5,72,69,,1.554,7.52,20,0,112,108.8,158.8,127,8.8,9.5,55,0,100,90,57,56,73,59.62,63.03,51.45,50.53,148.6,94.09,-7.571,9.27,8.93,,80,25
,40,48.68,48.3,41.22,40.7,67.23,67.2,74.56,74.4,72.65,62.62,48.41,48.73,79.95,20.85,109.4,-50.32,66.79,64.37,2.841,0.4255,52.69,4.456,0.789,261.9,214.7,3.8,5.1,36.9,32.2,79.5,85.9,6.7,39.2,2.5,105.1,25.6,53.7,59,57,,2.278,8.75,20,0,108,105.5,158.3,122.9,7.2,7.6,25,0,100,50,48,56,73,60.19,63.52,49.24,49.26,150.3,68.17,107.8,7.46,7.33,,80,26
,40,47.7,47.7,40.48,40.2,66.99,66.7,74.15,73.6,72.32,62.09,47.59,47.87,79.3,20.25,113.3,-54.22,64.51,63.56,2.472,1.523,51.18,4.432,0.7933,265.7,214.4,5.4,4.6,35,30.5,78.2,83.9,6.9,38.5,3.5,105.3,27.1,53.6,58,56,,-0.294,8.86,20,0,107.7,105.3,156.3,124.7,7.1,7.3,30,0,100,50,48,56,73,60.23,63.4,48.34,48.24,153.5,59.33,116.6,7.22,7.16,,80,26
,40,47.21,47,39.99,39.8,66.58,66.5,73.78,73.5,71.95,61.68,47.14,47.38,78.87,20.02,112.5,-53.62,64.3,63.72,2.099,1.517,51.79,4.365,0.8054,262.7,213.7,4.4,4.7,35.4,30.9,78.2,83.9,6.7,38.4,3,105.1,26.7,53.3,58,56,,0.2021,8.86,20,0,108,105.1,158.8,126.7,7.1,7.2,30,0,100,50,48,56,73,60.23,63.48,47.93,47.83,148,50.36,113.9,7.22,7.2,,80,26
,40,46.92,47.2,40.15,40.1,66.21,65.9,72.96,72.2,71.42,61.35,46.94,47.26,74.49,17.01,111,-53.57,60.96,61.11,2.859,3.009,48.2,4.446,0.7907,264.7,216.1,4,4.3,36.2,31.6,76.6,81.4,5.8,38.9,2.5,104.7,28.3,49.8,54,52,,0.2382,9.315,20,0,107.5,105.3,157.8,125.2,6.4,7,30,0,100,50,48,56,60,60.23,63.56,47.68,47.58,122.7,68.62,119,6.77,6.75,,80,26
,40,45.65,45.3,41.34,41,67.76,67.6,72.14,71.8,70.6,55,45.51,45.74,48.31,17.01,172.1,-140.8,38.39,37.08,2.097,0.7868,39.63,3.406,1.032,264.8,213.6,4,2.4,36.9,32.2,74.7,78,4.6,40.2,3.2,112.7,37.7,45.6,45,43,,2.806,10.46,20,0,107.7,104.9,156.8,123.9,4.2,4.4,15,0,100,22,47,56,73,60.48,63.15,46.04,46.11,152.7,50.33,207.7,4.31,4.38,,80,27
,40,44.47,44.1,40.32,39.9,67.84,67.6,72.22,72,70.68,54.14,44.36,44.6,48.33,17.02,182.5,-151.2,37.12,36.17,2.107,1.158,39.58,3.297,1.066,264.8,214.7,3,2.7,36.9,32.2,74.7,78.4,4.6,39.6,2.9,114.9,39.9,46.3,45,43,,0.1058,10.46,20,0,107.7,104.9,155.8,122.4,4.2,4.2,25,0,100,22,47,56,73,60.48,63.15,44.86,45,152.8,50.58,212.4,4.15,4.38,,80,27
,40,43.85,43.8,39.99,39.9,67.44,67,71.57,71.1,70.27,53.78,43.83,44.06,45.6,14.3,182,-150.7,34.43,34.21,2.1,1.884,38.02,3.184,1.104,264.8,213.9,2.6,2.4,37.2,32.5,73.5,76.5,3.7,39.8,2.6,115.6,42.1,44.3,44,42,,-0.7891,10.6,20,0,108.2,105.1,156.3,122.6,4.1,4,25,0,100,22,47,56,73,60.56,63.03,44.28,44.35,139.1,50.4,215,3.86,4.13,,80,27
,49,62.15,62.3,53.42,53.3,84.59,84.9,92.53,93.4,91.03,77.48,61.84,62.37,86.71,16.39,147.9,-77.62,78.18,75.4,4.674,1.891,71.5,3.844,0.915,262.1,214.8,9,5.1,44.3,39.5,98.5,121.1,8.6,50.4,5.8,124.5,26.3,80.8,84,80,,13.61,6.496,20,0,110.9,101.7,158.8,118.3,8.6,9,35,0,100,46,49,56,27,59.86,82.15,64.63,63.63,17.65,112.1,128.5,8.73,7.94,,70,1
,49,62.07,62,53.17,52.8,85.12,85.1,93.43,93.7,91.52,77.61,61.84,62.2,90.82,20.88,152.1,-82.16,79.95,77.89,3.221,1.164,74,3.796,0.926,262.3,215.6,9,5.3,43.8,39,99,122.1,8.4,49.8,6.2,125.7,26.7,83.3,87,83,,11.23,6.228,20,0,112,103.5,159.8,119.5,8.8,9.2,35,0,100,46,49,56,27,59.7,80.59,63.41,62.86,23.99,77.3,128,8.9,8.31,,70,1
,49,61.62,61.7,52.6,52.4,85.33,85.1,93.97,94.3,91.89,77.69,61.43,61.75,94.36,22.66,155.2,-83.48,81.21,79.52,2.859,1.165,75.6,3.775,0.931,262.2,216,9.1,4.9,43.3,38.5,99.2,122.6,8.7,49.1,5.9,126.3,27.1,84.6,89,85,,8.866,6.052,20,0,112.4,104.9,160.8,121.3,9.2,9.3,35,0,100,46,49,56,27,59.58,80.47,62.95,62.45,26.03,68.6,127.8,9.02,8.64,,70,1
,49,61.25,61.2,52.11,52,85.45,85.3,94.21,94.3,92.14,77.65,61.07,61.34,96.16,22.77,159.1,-85.67,82.43,80.74,2.494,0.798,77.9,3.721,0.945,263.4,216.3,8.4,5.7,43.6,38.8,100,124.1,8.8,48.8,5.2,126.6,26.6,85.1,92,88,,8.762,5.791,20,0,113.3,106.3,162.3,123.1,8.9,9.2,35,0,100,46,49,56,27,59.5,80.55,62.63,62,25.95,59.85,129.7,9.14,8.76,,70,1
,49,58.18,58,51.45,51.2,86.88,86.1,93.76,93,91.24,71.22,57.91,58.27,75.31,27.65,219.2,-171.6,60.47,58.05,3.222,0.7955,63.94,3.325,1.057,262.8,215.7,8.3,5.4,42.8,37.9,98,120.6,7.2,48.7,5.9,132,33.7,82.6,74,71,,4.452,7.328,20,0,116.7,111.3,156.8,117.8,6.9,6.9,26.17,0,100,25,49,56,29,59.13,76.54,59.23,58.88,38.11,77.32,193.2,6.73,6.88,,70,2
,49,56.63,56.5,50.02,49.8,86.23,86,92.94,92.6,90.62,69.78,56.44,56.67,73.6,25.44,228.4,-180.3,59.28,57.59,2.115,0.4263,63.08,3.304,1.064,263.1,215.3,6.8,5.4,42.8,37.9,98,120.1,7.6,47.5,4.7,130.7,33,82.2,73,70,,4.924,7.424,20,0,116.7,111.6,159.3,120.5,6.6,6.9,37.18,0,100,25,49,56,29,59.09,78.02,57.67,57.37,32.25,50.75,196.8,6.61,6.71,,70,2
,49,55.69,55.5,49.12,48.8,86.07,86,92.7,92.5,90.54,69.21,55.46,55.73,72.53,23.59,233.3,-184.3,58.3,56.27,2.456,0.423,62.79,3.264,1.077,262.5,213.1,6.7,5,42.3,37.4,97.5,119.1,7.4,46.8,4.4,129.8,32.4,81.6,72,69,,4.998,7.52,20,0,117.1,111.3,157.8,119.4,6.7,6.5,43.18,0,100,25,49,56,29,59.09,79.24,56.94,56.43,28.09,58.95,199.2,6.57,6.63,,70,2
,49,55.15,55.5,49.04,49.1,85.74,85.1,91.92,91,90.17,69.01,55.05,55.45,68.3,19.31,233.9,-184.9,55.03,54.07,3.594,2.639,58.99,3.28,1.072,265.2,215.9,7.7,5,41.6,36.7,96,116.1,6.8,47.2,5.6,129.8,33.8,79,68,65,,5.125,7.914,20,0,117.1,111.8,157.3,118.9,5.9,6.3,44.19,0,100,25,49,56,22,59.09,79.49,56.61,56.1,22.71,86.25,203.9,6.11,6.18,,70,2
,50,55.89,56,52.03,52,85.12,84.9,89.05,88.9,87.76,64.71,55.82,56.02,43.34,14.3,254.3,-225.2,34.45,33.87,1.736,1.155,45.44,2.666,1.319,264.8,214,8,3.1,44,39.2,92,108.2,5.7,50.4,6.6,142.3,50.3,69,52,50,,9.306,9.553,20,0,118.1,112,161.3,120.7,4,4,0,0,100,15,49,56,17.52,59.13,80.88,56.24,56.18,15.78,41.67,229.5,3.86,3.93,,70,3
,50,55.32,55,51.66,51.2,86.23,86.1,89.99,89.6,88.33,63.36,55.17,55.32,41.2,18.22,273.3,-250.3,32.92,31.6,1.384,0.05904,45.18,2.562,1.372,262.6,216,7.8,2.9,44,38.8,92.5,109.2,5.9,50.3,6.7,143.2,50.7,70.2,52,50,,11.09,9.553,20,0,118.5,112.4,163.8,124,3.8,3.6,30,0,100,5,49,56,24,59.17,79.65,55.58,55.65,21.35,33.21,232.3,3.66,3.76,,70,3
,50,54.13,53.8,50.55,50.3,86.15,86,89.83,89.6,88.17,61.8,53.94,54.18,40.38,18.26,289.1,-266.9,32.14,30.45,2.118,0.4274,44.86,2.519,1.396,263.1,215.6,7,2.6,43.3,38.5,92.2,108.7,5.3,49.5,5.9,145.1,52.2,70.7,52,50,,11.17,9.553,20,0,119,112.4,161.8,122,3.6,3.5,40,0,100,5,49,56,24,59.17,78.88,55.05,54.63,22.23,50.83,235.4,3.58,3.68,,70,3
,49,58.31,60.3,51.13,51.6,75.54,73.1,83.03,81.3,81.25,72.9,58.53,59.09,81.51,19.45,90.84,-28.79,64.4,66.39,5.052,7.038,58.7,3.857,0.9115,261.1,215.3,9.5,6.4,42.1,37.2,87.7,100.3,7.3,48.5,6.5,122.7,34.4,63.9,69,66,,-0.4994,7.814,20,0,121.2,115.3,159.3,121.1,8.2,8.7,60.81,20.54,100,100,57,56,38.11,59.13,68.76,63.16,60.4,48.46,43.92,70.29,7.18,7.49,,70,4
